,CO2,density,dBWT,dGMST,dGMSST
687,3.895250224777854,3.9257063510418835e-05,8.62509961279624,10.575455601686581,8.727651784725282
688,3.9006647694965753,3.6966151884331655e-05,8.632574132305507,10.583487969925441,8.734275931329563
689,3.9060868406366605,3.4803417772984174e-05,8.640048651814773,10.591520338164301,8.740900077933844
690,3.91151644866012,3.276202715547918e-05,8.647523171324043,10.59955270640316,8.747524224538125
691,3.916953604043505,3.0835490369109426e-05,8.654997690833309,10.607585074642019,8.754148371142405
692,3.9223983172779313,2.9017645903229427e-05,8.662472210342578,10.615617442880879,8.760772517746684
693,3.9278505988690964,2.7302644892581912e-05,8.669946729851844,10.623649811119737,8.767396664350965
694,3.9333104593373016,2.568493628324657e-05,8.677421249361112,10.631682179358597,8.774020810955246
695,3.938777909217473,2.415925264525066e-05,8.68489576887038,10.639714547597457,8.780644957559527
696,3.944252959059177,2.2720596606705647e-05,8.692370288379648,10.647746915836315,8.787269104163807
697,3.9497356194266486,2.1364227885155147e-05,8.699844807888915,10.655779284075173,8.793893250768086
698,3.9552259008988053,2.008565089262711e-05,8.707319327398181,10.663811652314035,8.800517397372367
699,3.9607238140692695,1.8880602891651426e-05,8.714793846907451,10.671844020552893,8.807141543976648
700,3.96622936954639,1.7745042680278698e-05,8.722268366416717,10.679876388791751,8.81376569058093
701,3.971742577953263,1.6675139784873156e-05,8.729742885925987,10.68790875703061,8.820389837185209
702,3.9772634499277464,1.5667264140181506e-05,8.737217405435253,10.69594112526947,8.827013983789488
703,3.98279199612249,1.4717976236881732e-05,8.74469192494452,10.703973493508329,8.83363813039377
704,3.9883282272049487,1.3824017717515469e-05,8.752166444453788,10.712005861747189,8.84026227699805
705,3.9938721538574065,1.2982302402366464e-05,8.759640963963056,10.720038229986049,8.846886423602331
706,3.999423786776996,1.2189907727508549e-05,8.767115483472324,10.728070598224907,8.85351057020661
707,4.00498313667572,1.1444066577880266e-05,8.77459000298159,10.736102966463767,8.86013471681089
708,4.010550214280469,1.0742159498857842e-05,8.78206452249086,10.744135334702626,8.866758863415171
709,4.016125030333048,1.0081707270405414e-05,8.789539042000126,10.752167702941485,8.873383010019452
710,4.021707595590188,9.460363828457192e-06,8.797013561509395,10.760200071180343,8.880007156623734
711,4.027297920823578,8.875909518758158e-06,8.804488081018661,10.768232439419204,8.886631303228013
712,4.032896016819877,8.326244668938595e-06,8.811962600527929,10.776264807658062,8.893255449832292
713,4.0385018943807385,7.809383465129819e-06,8.819437120037197,10.78429717589692,8.899879596436573
714,4.044115564322831,7.323448119947799e-06,8.826911639546465,10.79232954413578,8.906503743040854
715,4.049737037477859,6.866663319172157e-06,8.834386159055732,10.80036191237464,8.913127889645136
716,4.0553663246925815,6.437350934935567e-06,8.841860678565,10.808394280613498,8.919752036249415
717,4.061003436828836,6.033924993706662e-06,8.849335198074268,10.816426648852358,8.926376182853694
718,4.066648384763559,5.654886887809174e-06,8.856809717583534,10.824459017091218,8.933000329457975
719,4.072301179388806,5.2988208196602895e-06,8.864284237092804,10.832491385330076,8.939624476062257
720,4.077961831611773,4.96438946833637e-06,8.87175875660207,10.840523753568936,8.946248622666538
721,4.083630352354817,4.650329868489708e-06,8.87923327611134,10.848556121807796,8.952872769270817
722,4.089306752555478,4.355449492039103e-06,8.886707795620605,10.856588490046654,8.959496915875096
723,4.094991043166499,4.07862252344204e-06,8.894182315129873,10.864620858285512,8.966121062479377
724,4.100683235155847,3.818786319729625e-06,8.901656834639141,10.872653226524372,8.972745209083659
725,4.1063833395067375,3.5749380468458785e-06,8.909131354148409,10.880685594763232,8.97936935568794
726,4.11209136721765,3.3461314841811095e-06,8.916605873657677,10.88871796300209,8.985993502292219
727,4.117807329302354,3.131473989522764e-06,8.924080393166943,10.89675033124095,8.992617648896498
728,4.12353123678993,2.9301236169735727e-06,8.931554912676212,10.90478269947981,8.99924179550078
729,4.129263100724787,2.7412863806965784e-06,8.939029432185478,10.912815067718668,9.00586594210506
730,4.135002932166684,2.564213657649494e-06,8.946503951694748,10.920847435957528,9.012490088709342
731,4.140750742190759,2.3981997227588333e-06,8.953978471204014,10.928879804196388,9.019114235313621
732,4.146506541887542,2.2425794102662805e-06,8.961452990713282,10.936912172435246,9.0257383819179
733,4.1522703423629785,2.0967258952464364e-06,8.96892751022255,10.944944540674104,9.032362528522182
734,4.158042154738453,1.9600485895556966e-06,8.976402029731817,10.952976908912966,9.038986675126463
735,4.16382199015081,1.831991146720432e-06,8.983876549241085,10.961009277151824,9.045610821730744
736,4.169609859752371,1.7120295705135794e-06,8.991351068750351,10.969041645390682,9.052234968335023
737,4.175405774710964,1.599670422198182e-06,8.99882558825962,10.977074013629542,9.058859114939303
738,4.181209746209937,1.494449121639506e-06,9.006300107768887,10.985106381868402,9.065483261543584
739,4.187021785448186,1.3959283376998195e-06,9.013774627278156,10.99313875010726,9.072107408147865
740,4.192841903640172,1.3036964635348766e-06,9.021249146787422,11.00117111834612,9.078731554752146
741,4.198670112015947,1.2173661726084838e-06,9.02872366629669,11.00920348658498,9.085355701356425
742,4.204506421821171,1.1365730514299277e-06,9.036198185805958,11.017235854823838,9.091979847960705
743,4.2103508443171345,1.0609743052007103e-06,9.043672705315226,11.025268223062698,9.098603994564986
744,4.216203390780786,9.90247532731201e-07,9.051147224824494,11.033300591301558,9.105228141169267
745,4.222064072504746,9.240895671548591e-07,9.05862174433376,11.041332959540416,9.111852287773548
746,4.227932900797333,8.622153791277982e-07,9.06609626384303,11.049365327779274,9.118476434377827
747,4.233809886982585,8.043570393549796e-07,9.073570783352295,11.057397696018134,9.125100580982107
748,4.239695042400281,7.502627374319532e-07,9.081045302861565,11.065430064256994,9.131724727586388
749,4.2455883784059605,6.996958541317152e-07,9.08851982237083,11.073462432495852,9.138348874190669
750,4.251489906370951,6.524340844015911e-07,9.095994341880099,11.081494800734712,9.14497302079495
751,4.2573996376823855,6.082686084645777e-07,9.103468861389366,11.089527168973571,9.15159716739923
752,4.2633175837432224,5.670033085433641e-07,9.110943380898634,11.09755953721243,9.158221314003509
753,4.2692437559722745,5.28454028843838e-07,9.118417900407902,11.10559190545129,9.16484546060779
754,4.275178165804226,4.924478765484948e-07,9.125892419917168,11.11362427369015,9.171469607212071
755,4.281120824689656,4.588225616786643e-07,9.133366939426438,11.121656641929007,9.178093753816352
756,4.287071744095059,4.274257737882388e-07,9.140841458935704,11.129689010167866,9.184717900420631
757,4.29303093550287,3.9811459355086946e-07,9.148315978444973,11.137721378406727,9.19134204702491
758,4.298998410411484,3.7075493739745806e-07,9.15579049795424,11.145753746645585,9.197966193629192
759,4.304974180335279,3.4522103345142817e-07,9.163265017463507,11.153786114884443,9.204590340233473
760,4.310958256804639,3.213949270957615e-07,9.170739536972775,11.161818483123303,9.211214486837754
761,4.316950651365977,2.9916601458851393e-07,9.178214056482043,11.169850851362163,9.217838633442033
762,4.322951375581754,2.7843060322247003e-07,9.18568857599131,11.177883219601021,9.224462780046313
763,4.328960441030502,2.590914965998313e-07,9.193163095500578,11.185915587839881,9.231086926650594
764,4.334977859306853,2.410576036648681e-07,9.200637615009846,11.193947956078741,9.237711073254875
765,4.341003642021549,2.242435702058777e-07,9.208112134519112,11.2019803243176,9.244335219859156
766,4.347037800801477,2.085694316032877e-07,9.215586654028382,11.21001269255646,9.250959366463436
767,4.353080347289682,1.939602856630191e-07,9.223061173537648,11.218045060795319,9.257583513067715
768,4.359131293145396,1.803459844336844e-07,9.230535693046916,11.226077429034177,9.264207659671996
769,4.365190650044054,1.676608439628284e-07,9.238010212556183,11.234109797273035,9.270831806276277
770,4.3712584296773285,1.5584337100130014e-07,9.245484732065451,11.242142165511895,9.277455952880558
771,4.377334643753132,1.4483600571630467e-07,9.252959251574719,11.250174533750755,9.284080099484838
772,4.3834193039956615,1.3458487952248247e-07,9.260433771083987,11.258206901989613,9.290704246089117
773,4.389512422145406,1.2503958718707694e-07,9.267908290593255,11.266239270228473,9.297328392693398
774,4.395614009959176,1.161529724094107e-07,9.27538281010252,11.274271638467333,9.30395253929768
775,4.401724079210123,1.0788092611715914e-07,9.28285732961179,11.282304006706191,9.31057668590196
776,4.407842641687766,1.0018219676191584e-07,9.290331849121056,11.290336374945051,9.31720083250624
777,4.413969709198009,9.301821193478975e-08,9.297806368630326,11.29836874318391,9.323824979110519
778,4.420105293563169,8.635291065887845e-08,9.305280888139592,11.306401111422769,9.3304491257148
779,4.426249406621996,8.015258575004942e-08,9.31275540764886,11.314433479661627,9.337073272319081
780,4.432402060229695,7.43857356701085e-08,9.320229927158127,11.322465847900489,9.343697418923362
781,4.43856326625795,6.902292532756523e-08,9.327704446667395,11.330498216139347,9.350321565527642
782,4.4447330365949504,6.40366553107339e-08,9.335178966176663,11.338530584378205,9.356945712131921
783,4.450911383145407,5.940123906596292e-08,9.34265348568593,11.346562952617065,9.363569858736202
784,4.457098317830581,5.509268756036643e-08,9.350128005195199,11.354595320855925,9.370194005340483
785,4.4632938525883015,5.108860099374418e-08,9.357602524704465,11.362627689094783,9.376818151944764
786,4.469497999372995,4.7368067148293204e-08,9.365077044213734,11.370660057333643,9.383442298549044
787,4.475710770155703,4.3911565987476575e-08,9.372551563723,11.378692425572503,9.390066445153323
788,4.48193217692411,4.070088013697516e-08,9.380026083232268,11.38672479381136,9.396690591757604
789,4.48816223168256,3.771901090105691e-08,9.387500602741536,11.39475716205022,9.403314738361885
790,4.494400946452085,3.4950099487106903e-08,9.394975122250804,11.40278953028908,9.409938884966166
791,4.500648333270429,3.2379353129387226e-08,9.402449641760072,11.410821898527939,9.416563031570446
792,4.506904404192066,2.9992975820513614e-08,9.409924161269338,11.418854266766797,9.423187178174725
793,4.513169171288227,2.77781033755878e-08,9.417398680778607,11.426886635005657,9.429811324779006
794,4.5194426466469215,2.572274256953012e-08,9.424873200287873,11.434919003244516,9.436435471383287
795,4.525724842372964,2.381571410292547e-08,9.432347719797143,11.442951371483375,9.443059617987569
796,4.532015770587994,2.2046599165669738e-08,9.439822239306409,11.450983739722234,9.449683764591848
797,4.538315443430499,2.0405689380927784e-08,9.447296758815677,11.459016107961094,9.456307911196127
798,4.544623873055845,1.8883939924420633e-08,9.454771278324944,11.467048476199952,9.462932057800408
799,4.550941071636286,1.7472925625909497e-08,9.462245797834212,11.475080844438812,9.46955620440469
800,4.557267051361001,1.6164799870905232e-08,9.46972031734348,11.483113212677672,9.47618035100897
801,4.563601824436114,1.4952256131235502e-08,9.477194836852746,11.49114558091653,9.48280449761325
802,4.569945403084712,1.382849196308804e-08,9.484669356362016,11.499177949155388,9.48942864421753
803,4.576297799546874,1.2787175320587088e-08,9.492143875871282,11.50721031739425,9.49605279082181
804,4.582659026079694,1.1822413041900001e-08,9.499618395380551,11.515242685633108,9.502676937426092
805,4.589029094957304,1.0928721373286447e-08,9.507092914889817,11.523275053871966,9.509301084030373
806,4.595408018470896,1.0100998404467632e-08,9.514567434399085,11.531307422110826,9.515925230634652
807,4.601795808928749,9.334498296201629e-09,9.522041953908353,11.539339790349686,9.522549377238931
808,4.608192478656247,8.624807188048928e-09,9.52951647341762,11.547372158588544,9.529173523843212
809,4.614598039995912,7.967820680991581e-09,9.536990992926889,11.555404526827404,9.535797670447494
810,4.62101250530742,7.359722795897342e-09,9.544465512436156,11.563436895066264,9.542421817051775
811,4.6274358869676275,6.796966314757009e-09,9.551940031945424,11.571469263305122,9.549045963656054
812,4.633868197370596,6.276254417250321e-09,9.55941455145469,11.579501631543982,9.555670110260333
813,4.6403094489276135,5.794523530481059e-09,9.56688907096396,11.587533999782842,9.562294256864615
814,4.646759654067222,5.348927314711891e-09,9.574363590473226,11.5955663680217,9.568918403468896
815,4.653218825235239,4.936821712630886e-09,9.581838109982494,11.603598736260558,9.575542550073177
816,4.659686974894782,4.55575099410961e-09,9.589312629491761,11.611631104499418,9.582166696677456
817,4.666164115526293,4.20343473258296e-09,9.59678714900103,11.619663472738278,9.588790843281735
818,4.672650259627561,3.877755653109718e-09,9.604261668510297,11.627695840977136,9.595414989886017
819,4.67914541971375,3.57674829586967e-09,9.611736188019565,11.635728209215996,9.602039136490298
820,4.685649608317419,3.298588442334916e-09,9.619210707528833,11.643760577454856,9.608663283094579
821,4.692162837988549,3.041583254628203e-09,9.626685227038099,11.651792945693714,9.615287429698858
822,4.698685121294561,2.80416208166152e-09,9.634159746547368,11.659825313932574,9.621911576303138
823,4.7052164708203525,2.5848678885481734e-09,9.641634266056634,11.667857682171434,9.628535722907419
824,4.711756899168308,2.382349268508875e-09,9.649108785565904,11.675890050410292,9.6351598695117
825,4.718306418958336,2.1953529990516163e-09,9.65658330507517,11.68392241864915,9.641784016115981
826,4.724865042827882,2.022717106618584e-09,9.664057824584438,11.691954786888012,9.64840816272026
827,4.731432783431959,1.8633644061552456e-09,9.671532344093706,11.69998715512687,9.65503230932454
828,4.738009653443172,1.7162964841842956e-09,9.679006863602973,11.708019523365728,9.66165645592882
829,4.744595665551744,1.5805880959673457e-09,9.686481383112241,11.716051891604588,9.668280602533102
830,4.751190832465531,1.4553819492125503e-09,9.693955902621507,11.724084259843448,9.674904749137383
831,4.7577951669100615,1.339883848549345e-09,9.701430422130777,11.732116628082306,9.681528895741662
832,4.764408681628546,1.2333581766471443e-09,9.708904941640043,11.740148996321166,9.688153042345942
833,4.771031389381913,1.135123689405863e-09,9.716379461149312,11.748181364560025,9.694777188950223
834,4.777663302948827,1.0445496041053556e-09,9.723853980658578,11.756213732798884,9.701401335554504
835,4.784304435125718,9.610519607666797e-10,9.731328500167846,11.764246101037743,9.708025482158785
836,4.7909547987267995,8.840902382611543e-10,9.738803019677114,11.772278469276603,9.714649628763064
837,4.797614406584098,8.131642079054026e-10,9.746277539186382,11.780310837515461,9.721273775367344
838,4.804283271547481,7.478110084081938e-10,9.75375205869565,11.78834320575432,9.727897921971625
